0.693838 , 81.630264
0.894719 , 93.683136
0.744999 , 84.699905
0.718156 , 83.089355
0.801086 , 88.065186
0.060554 , 43.633224
0.394853 , 63.691193
0.931011 , 95.860672
0.634535 , 78.072113
0.346530 , 60.791779
0.268281 , 56.096878
0.636152 , 78.169090
0.962385 , 97.743095
0.334363 , 60.061806
0.223796 , 53.427788
0.856508 , 91.390457
0.722337 , 83.340195
0.165153 , 49.909164
0.834180 , 90.050797
0.139607 , 48.376389
0.794040 , 87.642410
0.242522 , 54.551338
0.046281 , 42.776878
0.706950 , 82.417015
0.128679 , 47.720726
0.727275 , 83.636505
0.620622 , 77.237350
0.997117 , 99.827042
0.308561 , 58.513649
0.611690 , 76.701401
0.630035 , 77.802071
0.002399 , 40.143917
0.506409 , 70.384552
0.375033 , 62.501984
0.720555 , 83.233276
0.307496 , 58.449734
0.435587 , 66.135208
0.115408 , 46.924469
0.238507 , 54.310410
0.070122 , 44.207321
0.461938 , 67.716248
0.506788 , 70.407288
0.706274 , 82.376411
0.424323 , 65.459351
0.841152 , 90.469101
0.930070 , 95.804199
0.280830 , 56.849815
0.563488 , 73.809288
0.095223 , 45.713367
0.115010 , 46.900616
